Миньо	8
Миню	8
Мирена	8
Михаел	8
Мишел	8
Мохамед	8
Нана	8
Недьо	8
Нелия	8
Нелли	8
Новко	8
Обретен	8
Оханес	8
Павлета	8
Панайотис	8
Петрушин	8
Поли	8
Полка	8
Прокопи	8
Ребека	8
Роберто	8
Розмари	8
Рудолф	8
Саве	8
Светланка	8
Светлинка	8
Светломира	8
Сева	8
Селимка	8
Семо	8
Серафима	8
Сетка	8
Симеона	8
Славенка	8
Сладунка	8
Спартак	8
Спасенка	8
Станимирка	8
Станке	8
Стелияна	8
Тасе	8
Тоско	8
Тотко	8
Троянка	8
Тръпко	8
Фердо	8
Фронка	8
Хермина	8
Хернани	8
Хризантема	8
Хрисимир	8
Цветелин	8
Шинка	8
Юла	8
Янислав	8
Агница	7
Алексана	7
Алина	7
Алма	7
Анатолия	7
Андреана	7
Аничка	7
Аракси	7
Арсена	7
Арсени	7
Атанаса	7
Ахмед	7
Байчо	7
Барух	7
Белка	7
Бина	7
Благомир	7
Богослав	7
Божичко	7
Босилко	7
Будимир	7
Буряна	7
Валтер	7
Ване	7
Варя	7
Василена	7
Василенка	7
Венцеслава	7
Венче	7
Вилиян	7
Вилка	7
Владимирка	7
Връбка	7
Вътка	7
Габриел	7
Генадий	7
Георгина	7
Гизела	7
Гицо	7
Даца	7
Дело	7
Деля	7
Джурджа	7
Дило	7
Диман	7
Диманка	7
Димитана	7
Димитрийка	7
Дичка	7
Драгинка	7
Драголюб	7
Евдоким	7
Еманоил	7
Ерика	7
Жаклина	7
Загорка	7
Замфира	7
Звезданка	7
Златимира	7
Златинка	7
Зонка	7
Ивон	7
Игнатка	7
Ирма	7
Ицо	7
Йозеф	7
Йоско	7
Керка	7
Кирана	7
Кирко	7
Кита	7
Климентина	7
Кона	7
Корна	7
Коца	7
Краля	7
Крася	7
Кристиана	7
Кубрат	7
Куню	7
Къню	7
Ламбро	7
Левон	7
Леда	7
Лозенка	7
Луко	7
Любомил	7
Любослав	7
Майа	7
Малчо	7
Мано	7
Маноил	7
Мануел	7
Марена	7
Марлена	7
Миладинка	7
Милослава	7
Миролюба	7
Митър	7
Михни	7
Момчо	7
Надко	7
Нела	7
Неша	7
Никула	7
Нистор	7
Нончо	7
Ованес	7
Павла	7
Парашкевица	7
Пауна	7
Петрун	7
Петруша	7
Раймонд	7
Рачко	7
Рита	7
Русалка	7
Русен	7
Сами	7
Севдена	7
Силвестър	7
Славомир	7
Славяна	7
Смил	7
Смилен	7
Софроний	7
Сребрен	7
Станачко	7
Стефи	7
Теодорина	7
Томчо	7
Тоне	7
Торос	7
Тренка	7
Труфка	7
Феодора	7
Хайгануш	7
Хайк	7
Харитон	7
Христена	7
Христомир	7
Чанко	7
Щилияна	7
Янош	7
Адела	6
Алипия	6
Ангелка	6
Аница	6
Анриета	6
Арам	6
Бальо	6
Балю	6
Биянка	6
Благовеска	6
Благуна	6
Богомир	6
Бони	6
Борчо	6
Бою	6
Вангелис	6
Вангелица	6
Василия	6
Вачо	6
Вергинка	6
Вержин	6
Вертер	6
Вилия	6
Вишня	6
Воин	6
Волга	6
Въта	6
Вътко	6
Галена	6
Ганьо	6
Георгиос	6
Гиньо	6
Глория	6
Грети	6
Григорина	6
Гроздю	6
Грую	6
Гюрка	6
Дацка	6
Дельо	6
Демир	6
Дениз	6
Десанка	6
Деспа	6
Джина	6
Диди	6
Димитрис	6
Добрен	6
Добролюб	6
Доброслав	6
Дорета	6
Драгоман	6
Евгеница	6
Еделвайс	6
Едита	6
Езекия	6
Ексена	6
Елизавета	6
Ефка	6
Захарин	6
Здравчо	6
Златин	6
Зоица	6
Зоран	6
Зорица	6
Ивка	6
Ильо	6
Ингеборг	6
Инес	6
Искър	6
Истилян	6
Калю	6
Кирила	6
Кортеза	6
Куман	6
Лазарка	6
Лала	6
Ламбри	6
Лаура	6
Левтерка	6
Лефтер	6
Лула	6
Лучка	6
Любляна	6
Любозар	6
Любомирка	6
Макавей	6
Манка	6
Марий	6
Маричка	6
Маряна	6
Мати	6
Матю	6
Мило	6
Милор	6
Миля	6
Митя	6
Михайл	6
Никита	6
Никос	6
Ничка	6
Нягол	6
Одилия	6
Паисий	6
Петинка	6
Петрушка	6
Петю	6
Пеша	6
Пламена	6
Полет	6
Преслава	6
Раде	6
Радоил	6
Рахила	6
Роси	6
Светлан	6
Светомир	6
Севделин	6
Северин	6
Седевчо	6
Сенка	6
Серафимка	6
Славица	6
Смарагда	6
Соколена	6
Солунка	6
Сотирка	6
Софрон	6
Спасимира	6
Сретен	6
Станил	6
Станойка	6
Стилиана	6
Стиляна	6
Струма	6
Таквор	6
Теменушка	6
Тинчо	6
Тихол	6
Тодорин	6
Тонко	6
Тоска	6
Тянко	6
Филипа	6
Филипка	6
Филко	6
Фоти	6
Ханс	6
Христан	6
Християна	6
Христослав	6
Цола	6
Цони	6
Щилиян	6
Ябленка	6
